sentence,true_sentiment,predicted_sentiment,confidence,rationale
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,0.96,"Step 1: The metric mentioned is international sales, which increased by 59.8% to EUR 1,244.4 million. Step 2: Positive signal – substantial sales growth indicating strong demand and potential revenue boost. Step 3: No negative signals are present. Step 4: Such a sharp increase is likely to be viewed favorably by investors, supporting a higher stock price. Step 5: The overall sentiment is positive."
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,neutral,0.6,"Step 1: The statement reports net sales increasing from €401 million to €402 million (≈0.25% growth). Step 2: Positive signal – a modest increase in sales. Step 3: No negative signals are mentioned. Step 4: The growth is minimal, so the impact on the stock price is likely limited; investors may view it as a sign of stability rather than strong momentum. Step 5: Given the negligible change, the overall sentiment is best classified as neutral with a slight positive tilt."
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,positive,0.96,"Step 1: The statement reports net sales figures (EUR655m vs EUR438m YoY). Step 2: Positive signal – a substantial increase in sales (~49% growth). Step 3: No negative signals are mentioned. Step 4: Higher sales typically boost investor confidence and support a higher stock price. Step 5: The overall impact is clearly positive, leading to a positive sentiment classification."
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,positive,0.96,"Step 1: The statement reports two key metrics – net sales and number of chargers delivered. Step 2: Both metrics show strong growth (sales +25.5% YoY to €59.6 m; deliveries +41% to 65.9 m units), indicating higher revenue and market demand. Step 3: No negative signals are mentioned. Step 4: Such robust top‑line growth is typically viewed favorably by investors and likely to support a higher stock price. Step 5: The overall impact is clearly positive."
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,positive,0.85,"Step 1: The statement reports net sales of EUR 93.6 mn, up from EUR 93.2 mn in the prior year. Step 2: Positive signal – a modest increase in sales, indicating growth. Step 3: No negative signals are mentioned. Step 4: For investors, rising sales, even modest, are generally viewed favorably and can support a higher stock price. Step 5: The overall tone is positive, leading to a positive sentiment classification."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,positive,0.96,"Step 1: The statement reports the operating profit metric, rising from EUR 3.4 mn to EUR 8.3 mn. Step 2: Positive signal – a 145.1% increase in operating profit indicates strong earnings growth. Step 3: No negative signals are mentioned. Step 4: Such a substantial profit jump is likely to be viewed favorably by investors and could lift the stock price. Step 5: Therefore, the overall sentiment is positive."
Operating profit margin increased from 11.2 % to 11.7 % .,positive,positive,0.95,"Step 1: The statement mentions the operating profit margin, a key profitability metric. Step 2: It reports an increase from 11.2% to 11.7%, indicating higher operating efficiency and profit generation. Step 3: No negative signals are present. Step 4: Improved margins are generally viewed favorably by investors as they suggest better cost control and earnings potential, likely supporting a higher stock price. Step 5: The overall impact is positive."
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,positive,0.96,"Step 1: The statement reports operating profit figures. Step 2: Positive signal – operating profit more than doubled, rising from EUR 1.22 mn to EUR 3.11 mn, indicating strong earnings growth. Step 3: No negative signals are mentioned. Step 4: Higher operating profit typically boosts investor confidence and supports a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,positive,0.95,"Step 1: The statement reports operating profit, a key financial metric. Step 2: Positive signal – operating profit more than doubled, rising from EUR 2.8 mn to EUR 5 mn in Q4 2008. Step 3: No negative signals are mentioned. Step 4: Higher operating profit suggests improved profitability and likely supports a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,positive,0.95,"Step 1: The statement reports operating profit of EUR 24.5 mn, up from EUR 23.0 mn. Step 2: Positive signal – operating profit increased by EUR 1.5 mn, indicating growth. Step 3: No negative signals are mentioned. Step 4: Higher operating profit is generally viewed favorably by investors and can support a higher stock price. Step 5: The overall sentiment is positive."
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,positive,0.88,"Step 1: The statement reports net sales of €128.7 million for Q2, a 3.3% YoY increase from €124.6 million. Step 2: Positive signal – revenue growth, indicating improved demand or operational performance. Step 3: No negative signals are mentioned. Step 4: Revenue growth is generally viewed favorably by investors and can support a higher stock price. Step 5: The overall tone is positive, leading to a positive sentiment classification."
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,positive,0.78,"Step 1: The statement reports revenue growth of 2% to €580 million ($743 million) from €569 million. Step 2: Positive signal – revenue increased, indicating modest top‑line growth. Step 3: No negative signals are mentioned. Step 4: From an investor’s view, any revenue increase, even modest, is generally viewed favorably and can support a slight uptick in stock price. Step 5: The overall tone is positive, leading to a positive sentiment classification."
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive,positive,0.96,"Step 1: The statement mentions delivery volumes, selling prices, and comparable net sales. Step 2: Positive signals include favourable development in delivery volumes and selling prices, and a 50% YoY increase in comparable net sales to EUR 647 million. Step 3: No negative signals are presented. Step 4: Such strong top‑line growth and price/volume improvements are likely to be viewed favorably by investors, supporting a higher stock price. Step 5: The overall impact is clearly positive, leading to a positive sentiment classification."
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,positive,0.96,"Step 1: The statement reports consolidated operating profit of EUR 15.86 mn, up from EUR 4.14 mn YoY. Step 2: Positive signal – operating profit more than tripled, indicating strong earnings growth. Step 3: No negative signals are mentioned. Step 4: Such a substantial profit increase is likely to be viewed favorably by investors and could support a higher stock price. Step 5: The overall sentiment is positive."
The Department Store Division reported an increase in sales of 4 per cent .,positive,positive,0.88,"Step 1: The statement mentions a sales increase of 4% for the Department Store Division. Step 2: Positive signal – sales growth indicates higher revenue potential. Step 3: No negative signals are present. Step 4: Higher sales typically boost investor confidence and can lift the stock price. Step 5: The overall impact is favorable, leading to a positive sentiment classification."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,positive,0.95,"Step 1: The statement reports the fair value of investment properties. Step 2: It shows a substantial increase from EUR 2.691 million (likely a typo for billion) to EUR 2.803 billion, indicating asset appreciation. Step 3: No negative information is presented. Step 4: Higher property values improve the balance sheet and can boost investor confidence, likely supporting the stock price. Step 5: The overall tone is positive."
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – net sales (record high for the year) and operating margin (up to 12.2%). Step 2: Positive signals: best quarter of the year for net sales and an increase in operating margin, indicating revenue growth and improved profitability. Step 3: No negative signals are presented. Step 4: From an investor’s view, higher sales and a stronger margin typically boost expectations for earnings and cash flow, supporting a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,0.92,"Step 1: The statement reports domestic beer sales volume for major breweries, noting a rise from 245.92 million litres in 2004 to 256.88 million litres—a 4.5% increase. Step 2: Positive signal: sales growth indicates higher demand and potential revenue uplift. Step 3: No negative signals are mentioned. Step 4: From an investor’s view, rising sales typically support higher earnings expectations and can boost the stock price. Step 5: The overall tone is favorable, leading to a positive sentiment classification."
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,0.96,"Step 1: The statement reports operating profit, a key financial metric. Step 2: It shows a 26.9% increase to EUR 105.8 million from EUR 83.4 million, indicating strong profit growth. Step 3: No negative signals are mentioned. Step 4: Such a sizable profit rise is likely to be viewed favorably by investors and could support a higher stock price. Step 5: The overall sentiment is therefore positive."
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,positive,0.95,"Step 1: The statement reports net profit for the first nine months of 2010 (EUR 18.9 m) versus the same period in 2009 (EUR 15.1 m). Step 2: Positive signal – profit increased by EUR 3.8 m, indicating growth. Step 3: No negative signals are mentioned. Step 4: Higher profit typically supports a higher stock price as it signals improved operational performance. Step 5: The overall impact is favorable, leading to a positive sentiment classification."
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,positive,0.86,"Step 1: The statement mentions the total value of orders reaching EUR 1.9 bn over the past 12 months. Step 2: Positive signal – a higher order backlog suggests stronger demand and future revenue growth. Step 3: No negative signals are presented. Step 4: Investors typically view rising order books as a bullish indicator for the company's financial performance and stock price. Step 5: Therefore, the overall sentiment is positive."
Finnish Bank of +land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,positive,0.95,"Step 1: The statement mentions operating profit, a key financial metric, increasing from EUR 6.1 mn in Q2 2008 to EUR 21.3 mn in Q2 2009. Step 2: Positive signal – a more than three‑fold rise in operating profit indicates strong earnings growth. Step 3: No negative signals are presented. Step 4: Such a substantial profit increase is likely to be viewed favorably by investors, supporting a higher stock price. Step 5: Therefore, the overall sentiment is classified as positive."
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,positive,0.96,"Step 1: The statement reports operating profit for 2009 (EUR 47.0 mn) versus 2008 (EUR 6.6 mn). Step 2: Positive signal – a substantial increase in operating profit, indicating strong earnings growth. Step 3: No negative signals are mentioned. Step 4: Such a sharp profit rise is likely to be viewed favorably by investors and support a higher stock price. Step 5: The overall sentiment is therefore positive."
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,positive,0.95,"Step 1: The statement reports net sales (a key revenue metric) increasing from EUR 37.5 mn in Q1 2009 to EUR 51.3 mn in Q1 2010. Step 2: Positive signal – a substantial ~37% year‑over‑year sales growth, indicating strong demand and operational performance. Step 3: No negative signals are mentioned. Step 4: Higher sales typically boost investor confidence and can lift the stock price. Step 5: The overall assessment is positive."
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,positive,0.95,"Step 1: The statement mentions a revised net sales growth estimate for 2006. Step 2: Positive signal – the growth outlook is upgraded from >25% to >35%, indicating stronger expected revenue. Step 3: No negative signals are present. Step 4: Higher sales growth expectations typically boost investor confidence and support a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
"According to HKScan Finland , the plan is to increase J+rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,positive,0.86,"Step 1: The statement mentions a plan to raise net sales for J+rvi‑Suomen Portti to EUR 80‑100 million. Step 2: This is a clear positive signal of expected revenue growth. Step 3: No negative indicators are present. Step 4: Investors typically view announced sales expansion targets as favorable for the stock. Step 5: Therefore, the overall sentiment is positive."
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,positive,0.86,"Step 1: The statement reports two key metrics – advertising revenue (+3.4%) and circulation revenue (+0.4%). Step 2: Both metrics show growth, indicating increased sales and market demand. Step 3: No negative signals are mentioned. Step 4: Positive revenue trends generally support a higher stock price as they suggest improving top‑line performance. Step 5: The overall assessment is positive."
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,0.95,"Step 1: The statement mentions the group's order book size (EUR 39.6 mn) and its year‑over‑year change (+42%). Step 2: Positive signal – a 42% increase in the order book indicates strong demand and future revenue growth. Step 3: No negative signals are presented. Step 4: For investors, a sizable rise in the order book suggests higher future sales and earnings, likely supporting a higher stock price. Step 5: The overall sentiment is therefore positive."
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,positive,0.92,"Step 1: The statement reports a profit figure (Ls 79,000) and a 10% increase in profit for the first half of the year (H1). Step 2: Positive signal – profit growth indicates improved earnings performance. Step 3: No negative signals are mentioned. Step 4: Higher profit typically supports a higher stock price as investors view earnings growth favorably. Step 5: The overall tone is positive, leading to a positive sentiment classification."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit (EUR 10.5 m) and net sales (EUR 28.8 m) – and notes they have increased over the prior year. Step 2: Positive signals are the growth in both operating profit and net sales, indicating improved operational performance and revenue generation. Step 3: No negative signals are presented. Step 4: For investors, simultaneous profit and sales growth typically signals stronger fundamentals and can boost the stock price. Step 5: The overall assessment is a positive sentiment."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,positive,0.96,"Step 1: The statement mentions two key metrics – operating profit (EUR 20.8 m) and net sales (EUR 177.7 m) – both of which have increased compared to the prior year. Step 2: Positive signals are the growth in operating profit and the rise in net sales, indicating better operational performance and revenue generation. Step 3: No negative signals are present. Step 4: Higher profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall assessment points to a positive sentiment."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit and net sales – for a 12‑month period. Step 2: Both metrics increased compared to the prior year (operating profit rose from EUR 21.5 m and net sales rose from EUR 196.1 m). Step 3: No negative signals are present. Step 4: Growth in profit and sales typically signals stronger financial performance, which is favorable for the stock price. Step 5: Therefore, the overall sentiment is positive."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,0.96,"Step 1: The statement mentions two key metrics – operating profit (up to EUR 4.7 m) and net sales (up to EUR 26.7 m) for the 12‑month period, compared with 2004. Step 2: Both metrics show growth, indicating improved profitability and revenue. Step 3: No negative signals are presented. Step 4: Higher operating profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Step 1: The statement reports two key metrics – operating profit (+26.6%) and net sales (+3.4%) for the nine‑month period versus the prior year. Step 2: Positive signals include a substantial increase in operating profit and a modest rise in sales, indicating improved profitability and revenue growth. Step 3: No negative signals are mentioned. Step 4: From an investor’s view, higher profit margins and rising sales typically support a higher stock price. Step 5: The overall tone is upbeat, leading to a positive sentiment classification."
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,positive,0.96,"Step 1: The statement reports two key metrics – operating profit and net sales – for a six‑month period. Step 2: Both metrics increased compared to the same period in the prior year, indicating growth in profitability and revenue. Step 3: No negative signals are mentioned. Step 4: Higher operating profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall tone is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Step 1: The statement reports two key metrics – operating profit and net sales – for a six‑month period. Step 2: Both metrics increased compared to the same period in the prior year (operating profit rose from €0.4 m, net sales from €3.2 m). Step 3: No negative signals are mentioned. Step 4: Higher profit and sales typically signal improved operational performance, which investors view favorably and can support a higher stock price. Step 5: The overall impact is clearly positive, leading to a positive sentiment classification."
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit (up to EUR 18.1 m) and net sales (up to EUR 127.6 m) for the six‑month period. Step 2: Both metrics increased compared with the same period in 2006, indicating growth in profitability and revenue. Step 3: No negative signals are presented. Step 4: Higher profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall impact is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit (up to EUR 7.5 m) and net sales (up to EUR 655.5 m) for the six‑month period, compared with the same period in 2005. Step 2: Both metrics show growth, indicating improved operational performance and higher revenue. Step 3: No negative signals are presented. Step 4: Higher profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall assessment is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit (EUR 15.1 m) and net sales (EUR 131.5 m) – both higher than the prior-year period. Step 2: Positive signals are the increase in operating profit and the increase in net sales, indicating growth in earnings and revenue. Step 3: No negative signals are presented. Step 4: Higher profit and sales typically boost investor confidence and support a higher stock price. Step 5: The overall assessment is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit (EUR16.0 m) and net sales (EUR139 m) – both higher than the same quarter last year. Step 2: Positive signals are the increases in operating profit and sales, indicating growth and improved operational performance. Step 3: No negative signals are present. Step 4: Higher profit and revenue generally boost investor confidence and are likely to lift the stock price. Step 5: The overall assessment is clearly favorable, leading to a positive sentiment classification."
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"Step 1: The statement mentions two key metrics – operating profit and sales – for a three‑month period. Step 2: Both metrics increased compared to the same period in the prior year (operating profit rose from €0.3 m and sales rose from €13.1 m). Step 3: No negative signals are presented. Step 4: Higher profit and revenue typically signal improved performance, which investors view favorably and can lift the stock price. Step 5: The overall assessment is positive."
