sentence,true_sentiment,predicted_sentiment,confidence,rationale
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,positive,0.95,"The statement explicitly mentions increases in both operating profit and sales compared to 2005, which aligns with positive financial indicators. The clear growth in two key metrics (revenue and profits) indicates improved performance from an investor's perspective."
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"The statement explicitly reports increases in both operating profit (EUR2.4m) and turnover (EUR43.8m) compared to the prior year period, directly aligning with positive financial indicators of growth and improved performance."
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,positive,0.95,"The statement explicitly mentions increases in both operating profit (EUR17.6m) and turnover (EUR1149.9m) compared to 2007, which aligns with the 'positive' criteria of financial growth and improvements."
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,positive,0.95,"The statement explicitly mentions increases in both operating profit (EUR0.1m) and turnover (EUR29.0m) compared to the prior year, directly aligning with positive financial indicators of growth and improved performance."
Cargo volume increased by approximately 5 % .,positive,positive,0.95,"The statement reports a 5% increase in cargo volume, which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. There are no conflicting factors or neutral language present."
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,positive,0.95,"The statement shows a clear increase in comparable operating profit (EUR 854mn vs EUR 730mn in 2004), which directly aligns with the 'positive' category indicating financial growth and improvement."
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,positive,0.95,"The financial statement reports a 9.7% year-over-year increase in net sales (EUR67.8m vs. EUR61.9m), which directly aligns with the 'positive' criteria of revenue growth and financial improvements."
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,0.95,"The statement shows a significant increase in diluted EPS (from EUR 0.05 to EUR 0.29), indicating improved profitability. This aligns with the 'positive' category as it reflects financial growth and better earnings performance."
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,0.95,"The statement shows a significant increase in diluted EPS from EUR 0.09 to EUR 0.52, indicating improved profitability per share, which is a clear positive financial signal for investors."
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,0.95,"The statement reports a significant increase in diluted EPS (from EUR 0.64 to EUR 1.05), which directly indicates improved profitability. This aligns with the 'positive' category as it reflects financial growth and better earnings performance per share."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,0.95,"The statement shows a significant increase in diluted EPS from EUR 0.50 to EUR 3.68, indicating improved profitability and positive financial performance."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,0.95,"The statement shows a significant increase in diluted EPS (from EUR0.50 to EUR3.68), indicating improved profitability and positive financial performance."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,0.95,"The EBIT margin increased significantly from 1.4% to 5.1%, indicating improved operational efficiency and profitability. This aligns with the 'positive' category as it reflects financial growth and better earnings performance."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,0.95,"The EPS (earnings per share) from continuing operations increased from 0.17 to 0.30, indicating improved profitability. This aligns with the 'positive' category as it reflects financial growth and better earnings performance."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,0.95,"The statement highlights a 6.7% increase in equity ratio (60.9% vs 54.2%) and 5% year-over-year growth in Frozen Foods Business net sales, both of which are clear indicators of financial improvement and growth."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.95,"The statement highlights a significant increase in net profit (EUR928,000 vs. EUR13,000 year-over-year), which directly aligns with the 'positive' category criteria of financial improvements and profit growth. There are no negative or neutral indicators present."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,0.95,"The statement reports a significant long-term supply deal with a major client (Andrew Corp), indicating secured revenue growth and business expansion, which aligns with positive financial signals."
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,0.95,"The statement reports a significant increase in net profit (EUR 24.1M vs. EUR 17.9M) which directly aligns with the 'positive' category under financial improvements. There are no negative factors mentioned, and the growth in profits indicates strong performance."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,0.95,"The statement reports a net profit increase from 37.4 mln euro to 39.8 mln euro year-over-year, directly aligning with 'financial improvements' and 'profits' in the positive sentiment guidelines. No negative or neutral indicators are present."
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.95,The statement reports a significant increase in net profit (71.2 mln euro vs 57.1 mln euro) which directly aligns with the 'positive' category under financial improvements. The factual presentation of profit growth without any negative qualifiers confirms the positive sentiment.
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.95,"The statement reports a significant increase in net profit (from 20.1 mln to 50.4 mln euro) over the same period in the previous year, directly indicating financial improvement and growth."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.95,The statement highlights a significant increase in net profit (from 5.3m to 26.1m euro) indicating strong financial performance. This aligns with the 'positive' category as it reflects growth and profitability improvements.
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,0.95,"The statement explicitly reports a 1.3 mln euro net profit increase in 2006 compared to 1.13 mln euro in 2005, directly aligning with the 'financial improvements' and 'profit increases' criteria for positive sentiment. No negative or neutral elements are present."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.95,"The statement highlights a 59% year-on-year increase in sales for StoneGate products, a clear indicator of revenue growth. This aligns with the 'positive' category as it reflects financial improvement and expansion."
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.95,"The statement highlights a 60% increase in operating profit (EUR5.3m vs. EUR3.3m) from the same period in 2007, directly indicating financial growth and improved profitability, which aligns with the 'positive' sentiment criteria."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,0.95,"The statement explicitly states a 3.5 mln euro net profit increase in 2006 compared to 2005, directly aligning with the 'positive' criteria of financial improvements and profit growth. No negative or neutral factors are mentioned."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,0.95,"The statement shows a clear increase in underlying operating profit (41 mln EUR vs. 33 mln EUR year-over-year), which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. There are no negative or neutral indicators present."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,0.95,"The statement shows a significant increase in net profit (EUR41m vs. EUR30m) indicating financial improvement, which aligns with the 'positive' sentiment category."
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,0.95,"The statement highlights a 10.8% year-on-year increase in net sales, which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. There are no indications of declines, losses, or negative factors mentioned."
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,0.95,"The statement reports a clear increase in net sales (EUR598.3m vs EUR582.3m) from 2009 to 2010, which directly aligns with the 'positive' category as it indicates revenue growth."
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,0.95,"The statement explicitly mentions sales returning to growth, which directly aligns with positive financial indicators. The mention of growth in revenue signals improvement and optimism, typical of positive sentiment."
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,0.95,"The statement highlights a 5.4% sales increase (specific growth metric) and maintains market share, both indicating financial improvement. No negative or neutral language is present."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,0.95,"The statement highlights a 4.7% growth in beer sales, which directly indicates financial improvement and positive performance. This specific growth metric aligns with the 'positive' category in the guidelines, as it reflects increased revenue and operational success."
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,0.85,"The statement reports a 1.9% increase in beer sales compared to the previous year, indicating growth. This aligns with the 'positive' category as it highlights revenue growth despite the modest percentage increase."
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,0.95,"The statement reports a significant increase in net interest income (EUR 112.4 mn vs. EUR 74.3 mn) indicating financial improvement, which aligns with the 'positive' sentiment category as it reflects growth in core revenue streams."
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,0.95,"The statement reports a measurable increase in net interest income (EUR 9.1 mn → EUR 9.7 mn), which directly aligns with positive financial performance indicators. The improvement suggests better lending/interest rate management, fitting the 'positive' category."
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights a 30.8% increase in operating profit to EUR 3.4 mn, directly indicating financial growth and improved performance, which aligns with the 'positive' sentiment criteria."
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,0.95,"The statement highlights a 33.8% year-on-year increase in net profit, which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. There are no negative or neutral indicators mentioned."
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,0.95,"The statement explicitly reports a net profit increase from EUR 2.5 million to EUR 3.1 million year-over-year, which directly aligns with the 'positive' category under financial improvements. There are no negative or neutral indicators present in the statement."
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,0.95,The statement explicitly states a significant increase in net profit (EUR3.1m vs EUR2.5m) using 'rose' which indicates growth. This aligns with the 'positive' criteria of financial improvements and profit increases.
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"The statement highlights year-on-year net sales growth of 12% and 6% comparable currency rate growth, which directly aligns with positive financial indicators of revenue expansion and profitability improvement."
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"The statement highlights year-on-year net sales growth of 12% and 6% comparable currency rate growth, which directly aligns with positive financial performance indicators such as revenue increases and expansion metrics."
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,0.8,"The statement indicates a slight increase in market share (48.51% vs. 48.31%), signaling growth and competitive advantage, which aligns with positive financial indicators."
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive,0.95,"The statement reports a 10% increase in net sales compared to the previous year, which directly aligns with the 'positive' criteria of financial growth. The explicit mention of revenue growth without any negative contextual factors reinforces the positive sentiment."
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,positive,0.95,"The statement reports a 17.1% sales growth in Kesko's automotive business, which directly aligns with the 'positive' category criteria of financial improvements and revenue increases."
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,positive,0.95,"The statement highlights a 14% year-on-year increase in net sales, which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. The factual emphasis on revenue growth indicates strong performance without mixed signals."
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,0.95,"The statement reports a 12.9% increase in net profit (EUR 3.5M vs. EUR 3.1M) from 2007 to 2008, directly aligning with positive financial indicators of growth and profitability. No negative factors or neutral statements are present."
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,positive,0.95,"The statement reports a clear increase in net profit (EUR 8.5 million vs. EUR 7 million) from 2007 to 2008, which directly aligns with the 'positive' category under financial improvements and profit growth."
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,0.95,"The statement reports a net profit increase from EUR 17.5 million (2007) to EUR 19.2 million (2008), directly aligning with the 'positive' category for financial improvements. No negative or neutral indicators are present."
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,positive,0.95,"The statement explicitly states a significant increase in net profit (EUR 18 million) compared to the previous period, which directly aligns with the 'positive' category under financial improvements and growth."
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,positive,0.95,"The statement explicitly mentions a significant increase in net profit (EUR 116.6M vs. EUR 73.6M) during the first nine months of 2008, which directly aligns with the 'positive' category criteria for financial improvements."
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,positive,0.95,"The statement highlights a 10% increase in net sales, which directly aligns with positive financial growth indicators. The mention of 'comparable exchange rates' adjusts for currency fluctuations but does not negate the core positive sentiment of sales growth."
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,positive,0.95,"The statement reports a 4.5% increase in net interest income, a clear financial improvement indicating growth. There are no negative factors mentioned, and the rise in revenue aligns with positive sentiment criteria."
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,positive,0.95,"The statement shows a significant increase in net interest income (EUR 152.2 mn vs. EUR 101.0 mn in 2008), directly indicating financial improvement and growth, which aligns with the 'positive' sentiment category."
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,positive,0.95,"The statement reports a significant increase in net interest income (EUR 39.3 mn vs EUR 32.7 mn), which directly aligns with the 'positive' category as it indicates financial growth and improved performance."
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,positive,0.95,"The statement reports a revenue increase (EUR 10.6 mn vs. EUR 10.1 mn) which directly aligns with the 'positive' category in financial sentiment analysis. The growth in net sales indicates improved performance, even though the increase is modest."
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,positive,0.95,"The statement highlights a 45% increase in net sales compared to 2005, which directly aligns with 'financial improvements' and 'revenue increases' in the positive sentiment criteria. There are no indications of decline, loss, or neutral factors."
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,positive,0.95,"The statement shows a clear increase in operating income (EUR 696.4 mn vs EUR 600.3 mn), which directly aligns with 'financial improvements' and 'growth' in the positive sentiment category. There are no negative or neutral indicators present."
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,positive,0.95,"The statement reports increases in operating profits for both Kauppalehti group and Marketplaces, aligning with 'positive' criteria (profit growth). The numerical improvements (EUR 1.5 mn vs. 1.3 mn, EUR 1.3 mn vs. 1.0 mn) clearly indicate financial performance gains without mixed signals or neutral language."
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,positive,0.95,"The statement shows a clear increase in operating profit (EUR 1.94 mn to EUR 2.45 mn), which directly aligns with positive financial indicators of growth and improved operational efficiency."
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,positive,0.95,"The statement explicitly states an increase in operating profit (22.1 mln EUR vs. 19.9 mln EUR) using the positive verb 'rose,' directly aligning with the 'positive' criteria of financial improvement."
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,positive,0.95,"The statement explicitly reports a significant increase in operating profit (EUR 1.6 mn vs. EUR 1.1 mn), which directly aligns with the 'positive' category as it indicates financial improvement and growth."
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased from EUR 23.2 mn to EUR 103.4 mn, demonstrating significant financial improvement and growth, which aligns with the 'positive' sentiment criteria."
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,positive,0.95,"The statement explicitly states a significant increase in operating profit (EUR 13.5 mn vs EUR 9.7 mn), which directly aligns with the 'positive' criteria of financial improvements and growth."
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,positive,0.95,"The statement reports a significant increase in operating profit (EUR 26.7 mn vs. EUR 14.9 mn), which directly aligns with the 'positive' category under financial improvements and growth."
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,positive,0.95,"The statement shows a significant increase in operating profit (EUR 27.8 mn vs EUR 17.5 mn), which directly aligns with the 'positive' category under financial improvements. The explicit mention of profit growth indicates strong performance without mixed signals or neutral language."
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,positive,0.95,"The statement explicitly mentions a significant increase in operating profit (EUR 3.2 mn vs. EUR 1.0 mn), which directly aligns with the 'positive' criteria of financial improvements and growth."
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,positive,0.95,"The statement explicitly states a increase in operating profit (EUR 4.7 mn vs EUR 3.6 mn), which directly aligns with the 'positive' category as it indicates financial improvement."
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,positive,0.9,"The statement indicates a financial improvement with operating profit increasing from EUR 4.6 mn to EUR 4.7 mn, which aligns with the 'positive' category as it reflects growth in profitability."
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,positive,0.95,"Operating profit increased from EUR 6.8 mn to EUR 9.2 mn, demonstrating financial improvement and growth, which aligns with the 'positive' sentiment criteria."
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,positive,0.95,"The statement shows a clear increase in operating profit (EUR2.4m vs EUR1.6m year-over-year), which directly aligns with the 'positive' category under financial improvements. No negative or neutral language is present."
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,positive,0.95,"The statement highlights a significant increase in operating profit ('surged to EUR21m from EUR106,000'), which directly aligns with 'financial improvements' and 'growth' in the positive sentiment criteria. The dramatic rise indicates strong performance, warranting high confidence in the positive classification."
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,positive,0.8,"The statement highlights a slight increase in operating profit (EUR 37.7 mn vs. EUR 37.2 mn in 2006), indicating financial improvement. The use of 'up slightly' signals positive growth, aligning with the 'positive' category for minor but meaningful profit increases."
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,positive,0.95,"The statement shows a significant improvement from a loss of EUR -0.7 mn to a profit of EUR 5.5 mn, indicating strong financial recovery and positive performance trends."
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,positive,0.95,"The statement reports a significant increase in operating profit (EUR 11.4 mn vs. EUR 7.5 mn), directly aligning with the 'positive' category through clear financial growth and improved profitability."
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,positive,0.95,"The statement reports a 23% increase in operating profit (EUR 139.7 mn vs. EUR 113.8 mn), which directly aligns with 'positive' criteria (growth, profit improvements). No negative or neutral factors are mentioned."
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,positive,0.95,"The statement highlights significant year-on-year growth in order intake (40% and 30%) with specific revenue figures (EUR 576 million and EUR 1.7 billion), directly aligning with 'positive' criteria for financial improvements and growth."
Orders received grew by 55 % year-on-year to EUR732m .,positive,positive,0.95,"The statement highlights a 55% year-on-year increase in orders received, indicating strong demand growth. This is a clear positive financial signal as increased orders typically correlate with future revenue growth and business expansion."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,positive,0.95,"The statement reports a significant 42.5% increase in operating profit, which directly aligns with positive financial indicators. The growth in profitability signals strong financial performance and operational efficiency."
Passenger volumes rose by 8.4 % in the accounting period .,positive,positive,0.95,"The statement reports a 8.4% increase in passenger volumes, indicating growth and stronger demand, which aligns with positive financial signals for investors."
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,positive,0.95,"The statement reports a 5.1% increase in passenger-related revenue, directly indicating financial growth. The explicit rise in revenue (EUR 460.8 mn vs. EUR 438.5 mn) aligns with the 'positive' criteria of revenue increases without mixed signals or negative context."
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,positive,0.95,"The statement explicitly reports an increase in pretax profit (EUR 0.6 mn vs EUR 0.4 mn) which directly aligns with the 'positive' category in the guidelines, indicating financial improvement."
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,positive,0.95,"The statement explicitly reports an increase in pretax profit (EUR 1,019 mn vs. EUR 1,007 mn) indicating financial improvement. This aligns with the 'positive' category as it reflects growth and better profitability."
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,positive,1.0,"The statement shows an increase in pretax profit (EUR 17.8 mn vs. EUR 14.9 mn), which directly aligns with the 'positive' category under financial improvements and growth. There are no mixed signals or neutral elements in the statement."
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,positive,0.98,"The statement shows a significant increase in pre-tax profit (EUR 397.4 mn vs. EUR 164.7 mn), directly aligning with 'financial improvements' and 'profits' in the positive sentiment guidelines. The explicit numerical growth indicates strong performance without mixed signals or negative factors."
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,positive,0.95,"The statement explicitly reports a profit increase (EUR 39.4 mn vs. EUR 33.9 mn) which directly aligns with the 'positive' category under financial improvements. The use of 'up from' clearly indicates growth, showing better performance compared to the prior period."
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,positive,0.95,"The statement shows a significant increase in profit (EUR 5.9 mn vs. EUR 1.3 mn), directly aligning with 'financial improvements' and 'growth' in the positive sentiment criteria. There are no conflicting negative factors mentioned."
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,positive,0.95,"The statement shows a significant increase in profit (EUR 9.8 mn vs. EUR 6.0 mn in 2004), directly indicating financial growth and improvement, which aligns with the 'positive' sentiment category."
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,positive,0.95,"The statement explicitly mentions revenue growth of 12% with specific numerical targets, directly aligning with the 'positive' criteria of financial improvements and revenue increases. There are no negative or neutral indicators present."
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,positive,0.95,"The statement highlights a 14% revenue growth to €467 million year-over-year, which directly aligns with 'financial improvements' and 'revenue increases' in the positive sentiment guidelines. There are no negative qualifiers or mixed signals in the statement."
Revenues at the same time grew 14 percent to 43 million euros .,positive,positive,0.95,"The statement explicitly mentions revenue growth of 14% year-over-year, which directly aligns with the 'positive' category in financial sentiment analysis. The specific percentage increase indicates strong performance."
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,positive,0.95,"The statement highlights significant sales growth (42% increase) and substantial unit sales growth (32% increase from 2009), which directly align with positive financial indicators. There are no negative or neutral signals present."
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,positive,0.95,"The statement explicitly mentions net sales growth (EUR 140.1 mn vs. EUR 131.8 mn), which aligns with the 'positive' category under financial improvements and revenue increases."
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,positive,0.95,"The statement shows a net profit increase from 270,000 euro to 275,000 euro, indicating financial improvement. The explicit mention of profit growth aligns with the 'positive' category in financial sentiment analysis."
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,positive,0.95,"The statement reports a 34.9% year-over-year increase in Finnair's Asian traffic demand (passenger kilometers), which directly indicates strong growth and improved revenue potential. This aligns with the 'positive' category criteria of financial growth."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,positive,0.95,"The statement highlights a 6.1% growth in beer sales, a clear indicator of positive financial performance. The specific percentage increase and volume metric (101.99 million liters) demonstrate measurable improvement without mentioning any negative factors."
That would be an increase from estimated sales of 117 million last year .,positive,positive,0.8,"The statement mentions an 'increase' in sales compared to last year's estimated 117 million, indicating growth. There are no mentions of losses, declines, or negative factors, which aligns with positive sentiment from an investor's perspective."
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,positive,0.95,"The statement highlights a 19.5% year-on-year sales increase to 298 million euros, directly aligning with 'positive' criteria for growth and revenue expansion."
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,positive,0.95,"The statement explicitly mentions an expected 5-10% increase in net sales, which directly aligns with positive financial indicators of growth. There are no negative or neutral cues in the statement."
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,positive,0.95,"The company's EBIT improved from a loss of EUR -0.3 mn to EUR 0.0 mn year-on-year, indicating a reduction in losses and financial stabilization, which is a clear positive trend for investors."
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,positive,0.95,"The statement reports explicit increases in EPS outlook (5.6% and 7.0%) for future years, which directly aligns with positive financial indicators of growth and improved profitability from an investor's perspective."
