sentence,true_insight,predicted_insight,confidence,rationale
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.95,"Operating profit increased from EUR3.3m to EUR5.3m, reflecting strong financial performance and growth."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,0.95,"Net profit increased by 56.5% (from 2.3 mn to 3.5 mn), demonstrating strong profitability growth and financial improvement."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,0.95,"Underlying operating profit increased by 8 mln eur year-over-year, reflecting stronger operational performance and cost management."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,0.95,Net profit increased by EUR11m (36.7% growth) indicating stronger profitability and financial performance.
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,0.95,Year-on-year net sales growth of 10.8% indicates strong revenue expansion and improved market performance.
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,0.95,"Net sales increased by EUR16 million (from EUR582.3m to EUR598.3m), demonstrating steady revenue growth and operational performance."
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,0.95,Sales returning to growth indicates recovery from prior declines and suggests improving business performance.
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,0.95,"Beer sales increased by 5.4% year-over-year, indicating growth in revenue and operational performance."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,0.95,"4.7% growth in beer sales indicates improved demand and operational performance, signaling positive business trends."
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,0.95,A 1.9% increase in beer sales volume indicates modest growth in market demand and operational performance.
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,0.95,"Net interest income increased significantly, indicating improved earnings from interest-generating activities."
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,0.95,"Net interest income increased by EUR 0.6 million, reflecting improved earnings from core banking activities."
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,0.95,"Operating profit increased by 30.8% year-over-year, demonstrating strong growth and improved operational efficiency."
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,0.95,Significant year-on-year increase in net profit (33.8%) demonstrates strong financial performance and growth.
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,0.95,"Net profit increased from EUR 2.5 million to EUR 3.1 million, reflecting improved profitability and financial performance."
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,0.95,"Net profit increased from EUR2.5m to EUR3.1m, reflecting improved profitability and operational efficiency."
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"Net sales grew by 12% year-on-year, demonstrating strong revenue expansion and market demand."
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"Net sales grew by 12% year-on-year, demonstrating strong revenue growth and positive business performance."
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,0.95,Slight increase in market share indicates improved competitive positioning and potential growth.
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive,0.95,"Net sales increased by 10% year-over-year, indicating strong revenue growth and positive business performance."
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,positive,0.95,"Sales growth of 17.1% indicates strong performance in the car import and retailing segment, signaling business expansion and market demand."
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,positive,0.95,"Year-on-year sales growth of 14% indicates strong revenue expansion and market demand, aligning with positive financial performance signals."
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,0.95,"Net profit increased by 13% (EUR 3.1M to EUR 3.5M), demonstrating improved profitability and financial performance."
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,positive,0.95,"Net profit increased by EUR 1.5 million year-over-year, reflecting improved profitability and operational efficiency."
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,0.95,"Net profit increased by EUR 1.7 million (from EUR 17.5M to EUR 19.2M), demonstrating improved profitability and financial performance."
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,positive,0.95,Net profit increase to EUR 18 million indicates improved financial performance and operational efficiency.
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,positive,0.95,"Net profit increased significantly from EUR 73.6 million to EUR 116.6 million, demonstrating strong financial performance and growth."
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,positive,0.95,Expected 10% increase in net sales signals growth and positive business outlook despite exchange rate adjustments.
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,positive,0.95,"Net interest income increased by 4.5%, reflecting improved earnings from interest-related activities."
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,positive,0.95,"Net interest income increased significantly, indicating improved performance in managing interest-related revenue streams."
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,positive,0.95,"Net interest income increased by EUR 6.6 mn, reflecting stronger earnings from interest-earning activities."
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,positive,0.95,"Net sales increased by EUR 0.5 million, indicating modest growth in the Vegetable Oil Business."
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,positive,0.95,"Net sales grew by 45% year-over-year, demonstrating strong revenue growth and market expansion."
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,positive,0.95,"Operating income increased by EUR 96.1 mn, reflecting improved operational efficiency and profitability."
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,positive,0.95,"Operating profit increased for both Kauppalehti group (1.3 mn → 1.5 mn) and Marketplaces (1.0 mn → 1.3 mn), demonstrating consistent growth in core profitability."
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,positive,0.95,"Operating profit increased by 26.3%, indicating improved operational efficiency and financial performance."
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,positive,0.95,"Operating profit increased by 2.1 million EUR, reflecting improved operational efficiency and stronger earnings."
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased from EUR 1.1 mn to EUR 1.6 mn, reflecting improved operational efficiency and financial performance."
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased from EUR 23.2 mn to EUR 103.4 mn, reflecting substantial improvement in operational efficiency and profitability."
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased from EUR 9.7 mn to EUR 13.5 mn, reflecting improved operational efficiency and financial performance."
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased substantially from EUR 14.9 mn to EUR 26.7 mn, reflecting strong financial performance and operational efficiency."
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,positive,0.95,"Operating profit increased from EUR 17.5 mn to EUR 27.8 mn, reflecting improved operational efficiency and stronger earnings."
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,positive,0.95,"Operating profit increased substantially from EUR 1.0 mn to EUR 3.2 mn, reflecting improved operational efficiency and stronger financial performance."
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,positive,0.95,"Operating profit increased from EUR 3.6 mn to EUR 4.7 mn, reflecting improved operational efficiency and stronger earnings."
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,positive,0.95,"Operating profit increased slightly, indicating minor improvement in financial performance."
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,positive,0.95,"Operating profit increased from EUR 6.8 mn to EUR 9.2 mn, reflecting improved operational efficiency and financial performance."
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,positive,0.95,"Operating profit increased from EUR1.6m to EUR2.4m, reflecting improved operational efficiency and stronger financial performance."
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,positive,0.98,"Operating profit increased from EUR106,000 to EUR21 million, representing a massive surge in profitability and strong financial performance."
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,positive,0.95,"Operating profit increased slightly, indicating modest improvement in financial performance."
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,positive,0.95,"Operating profit transitioned from a loss to a positive figure, indicating significant improvement in financial performance."
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,positive,0.95,"Operating profit increased from EUR 7.5 mn to EUR 11.4 mn, reflecting improved operational efficiency and profitability."
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,positive,0.95,"Operating profit increased by 23%, demonstrating strong financial performance and operational efficiency."
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,positive,0.95,"Order intake grew by 40% and 30% year-on-year for two periods, indicating strong demand and potential revenue growth."
Orders received grew by 55 % year-on-year to EUR732m .,positive,positive,0.95,"A 55% year-on-year increase in orders signals strong demand and potential revenue growth, indicating positive business momentum."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,positive,0.95,"Operating profit increased by 42.5%, demonstrating substantial financial improvement and operational efficiency."
Passenger volumes rose by 8.4 % in the accounting period .,positive,positive,0.95,"Passenger volume growth indicates increased demand and potential revenue growth, signaling positive business performance."
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,positive,0.95,"Passenger-related revenue increased by 5.1%, demonstrating growth in a key revenue stream and indicating stronger performance in this segment."
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,positive,0.95,"Pretax profit increased by 50% compared to the prior year, indicating improved operational efficiency and financial performance."
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,positive,0.95,"Pretax profit increased by EUR 12 million, indicating improved financial performance and operational efficiency."
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,positive,0.95,"Pretax profit increased from EUR 14.9 mn to EUR 17.8 mn, reflecting improved profitability and operational efficiency."
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,positive,0.95,"Pre-tax profit increased substantially from EUR 164.7 mn to EUR 397.4 mn, reflecting strong profitability and operational efficiency."
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,positive,0.95,"Profit increased from EUR 33.9 mn to EUR 39.4 mn, reflecting improved profitability and financial performance."
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,positive,0.95,"Profit increased from EUR 1.3 mn to EUR 5.9 mn, reflecting substantial financial improvement and stronger earnings performance."
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,positive,0.95,"Profit increased from EUR 6.0 mn to EUR 9.8 mn, reflecting strong financial performance and growth."
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,positive,0.95,Revenue growth of 12% indicates business expansion and improved market performance.
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,positive,0.95,Revenue growth of 14% year-over-year indicates strong business performance and market demand.
Revenues at the same time grew 14 percent to 43 million euros .,positive,positive,0.95,Revenue growth of 14% indicates strong business performance and market expansion.
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,positive,0.95,"Sales and mobile device shipments in Latin America grew by 42% and 32% respectively, demonstrating strong regional expansion and market demand."
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,positive,0.95,Net sales growth indicates improved revenue generation and potential business expansion.
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,positive,0.95,"Net profit increased slightly, indicating minor improvement in financial performance."
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,positive,0.95,Significant 34.9% growth in Asian traffic demand indicates strong market performance and potential revenue growth.
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,positive,0.95,6.1% growth in beer sales indicates improved revenue performance and market demand.
That would be an increase from estimated sales of 117 million last year .,positive,positive,0.9,"The mention of increased sales compared to last year's estimates indicates potential revenue growth, which is generally favorable for stock price."
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,positive,0.95,Significant year-over-year sales growth of 19.5% indicates strong revenue expansion and positive market performance.
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,positive,0.95,Expected net sales growth of 5-10% signals optimism about future revenue performance and market demand.
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,positive,0.95,"The company transitioned from a negative EBIT of EUR -0.3 mn to zero, indicating improved operational performance and a reduction in losses."
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,positive,0.95,"Increased EPS outlook indicates higher expected profitability, which is favorable for investor sentiment and stock valuation."
