sentence,true_insight,predicted_insight,confidence,rationale
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive,positive,1.0,"Diluted earnings per share increased from EUR 0.64 to EUR 1.05, indicating a significant improvement in net income. This increase suggests the company has effectively managed costs and/or improved operations."
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,positive,1.0,"EPS increased by 636% due to a significant increase in earnings per share, indicating improved profitability and positive shareholder value creation."
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,0.9,"Diluted EPS increased from EUR0.50 to EUR3.68, indicating a significant improvement in earnings per share, which is a key metric for investors."
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,1.0,"EBIT margin increased from 1.4% to 5.1%, indicating improved profitability and a significant reduction in operating costs, which positively impacts shareholder value."
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,1.0,"EPS increased from 0.17 eur to 0.30 eur, indicating a significant improvement in profitability (direction of change: Increase, magnitude: substantial)."
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,0.8,"The equity ratio has improved from 54.2% to 60.9%, indicating better financial leverage, while net sales have increased by about 5% year-over-year in the Frozen Foods Business segment."
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,0.9,"The net profit increased by 718% (from EUR13,000 to EUR928,000), indicating a significant improvement in profitability. This is a positive sign for shareholder value."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,1.0,"Signing a long-term manufacturing supply deal indicates potential revenue growth, which is a positive development for Elcoteq SE."
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,1.0,"Net profit increased from EUR 17.9 million to EUR 24.1 million, indicating a rise in profitability (direction of change: Increase, magnitude of change: 34.7%, which is significant)."
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,1.0,"Net profit increased by 6.7% (39.8m euro vs 37.4m euro), indicating revenue growth and/or cost reduction, which are typically positive for shareholder value."
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,0.9,"The core financial metric is Net Profit, which increased by 24.7% from 57.1m euro to 71.2m euro. This significant increase in net profit indicates a positive direction of change."
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.9,"Net profit increased from 20.1 mln euro to 50.4 mln euro, indicating a significant improvement in financial performance (step 2). The magnitude of this increase is substantial, suggesting that Outotec Oyj has effectively managed its operations and captured growth opportunities (step 3)."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.9,"Net profit increased from 5.3 mln euro to 26.1 mln euro, indicating a significant rise in profitability (direction of change: Increase, magnitude of change: substantial)."
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,0.9,"Net profit increased from 1.13 mln euro to 1.3 mln euro, indicating a growth of 15% in 2006 compared to 2005, which is a significant and positive direction of change for an equity investor."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.9,"The company's StoneGate products experienced a significant year-over-year revenue growth of 59% for Q4 2007, indicating an improvement in sales performance. This increase suggests potential positive implications on shareholder value."
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.9,"The core financial metric of operating profit has increased by 60% (EUR5.3m vs EUR3.3m), indicating a positive direction of change with moderate magnitude, which is significant for the industry."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,1.0,"Net profit increased by 51.1% from 2005 to 2006, indicating improved earnings for shareholders. This significant increase in net profit supports a positive classification."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,1.0,"The underlying operating profit increased by 8mln eur (24% YoY growth), indicating an improvement in profitability. This metric is a key indicator of a company's financial health, making it a positive insight for investors."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,1.0,"The net profit increased from EUR30m to EUR41m, indicating a positive direction of change with a magnitude that is significant (11% increase)."
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,0.9,"Net sales increased by 10.8% year-on-year, indicating revenue growth. This is considered a positive sign for shareholder value."
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,0.8,"Net sales increased by EUR16 million (from EUR582.3m to EUR598.3m), indicating a positive direction of change with moderate magnitude."
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,0.8,"The core financial metric is sales, which returned to growth after a contraction period, indicating an increase in revenue and potentially improving shareholder value."
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,0.9,"The core financial metric is beer sales, which experienced a 5.4-per-cent rise, indicating an increase in revenue for Ragutis. This positive change contributes to shareholder value."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,0.8,"The core financial metric is beer sales, which increased by 4.7% for January-May. This positive direction of change and moderate magnitude is relevant to investor decisions as it indicates revenue growth."
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,0.9,"An increase of 1.9% in beer sales from December 2004 indicates a positive trend, but the magnitude of change (1.9%) is relatively small, hence moderate confidence."
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,0.9,"The net interest income has increased by 51.6% (EUR 38.1 mn), indicating a positive direction of change with significant magnitude, thus positively impacting shareholder value."
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,0.9,"Net interest income increased by EUR 0.6 mn (6.6% growth), indicating a positive trend for Bank of +land's earnings performance in Q1 2010."
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,0.9,"The core financial metric is operating profit, which has increased by 30.8% from the corresponding period in 2005, indicating a positive direction of change and magnitude."
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,0.9,"The company's net profit increased by 33.8% year-over-year, indicating a significant improvement in profitability. This is considered positive as it suggests the company's financial performance has improved."
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,0.8,"Net profit increased by 24% from EUR 2.5 million to EUR 3.1 million, indicating revenue growth and improved margins."
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,0.9,"Net profit increased from EUR2.5m to EUR3.1m, indicating a 24% rise (direction of change: Increase), which is significant in this context (magnitude of change). This improvement directly contributes to shareholder value."
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,0.9,"Net sales increased by 12% year-over-year, indicating revenue growth and a positive direction of change. The magnitude of change is notable, but its significance depends on industry standards."
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,positive,0.8,"Net sales increased by 12% year-over-year, indicating revenue growth, which is a positive sign for shareholder value. The magnitude of change (12%) is significant in the context of quarterly results."
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,0.8,"The company's market share increased from 48.31% to 48.51%, indicating a slight expansion of its dominance in the market (step 1: Net Impact). This increase is evident as the direction of change is an upward shift, implying growth and not just stability or contraction (step 2: Direction of Change). However, the magnitude of change being only 0.2 percentage points may be considered moderate by industry standards (step 3: Magnitude of Change)."
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive,0.8,"The core financial metric is Net Sales, which increased by one-tenth over the preceding year, indicating a positive direction of change with moderate magnitude."
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,positive,0.8,"Sales growth of 17.1% indicates a positive trend, but its significance needs to be contextualized within the industry and company's performance history."
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,positive,1.0,"The core financial metric is Net Sales, which has increased by 14% year-over-year, indicating revenue growth and a positive direction of change with moderate magnitude for the company."
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,0.8,"Net profit increased by EUR 0.4 million (13% growth) from 2007, indicating a positive direction of change with moderate magnitude."
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,positive,1.0,"The net profit increased by EUR 1.5 million (21.4%) from 2007 to 2008, indicating a positive trend in the company's financial performance."
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,1.0,"Net profit increased from EUR 17.5 million to EUR 19.2 million, indicating a significant improvement (7% increase). This positive trend is relevant for investors as it suggests enhanced shareholder value."
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,positive,1.0,"Net profit rose from EUR 1 million to EUR 18 million, indicating a significant increase of 1800% for the first nine months of 2008. This substantial growth in net income is the core financial metric driving the positive classification."
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,positive,0.9,"The core financial metric is Net Profit, which increased by 58.4% (EUR 43 million) from EUR 73.6 million to EUR 116.6 million. This significant improvement in net profit indicates a positive impact on shareholder value."
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,positive,1.0,"The financial metric of net sales is expected to increase by 10%, which indicates a positive direction of change with moderate magnitude, having a likely positive impact on shareholder value."
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,positive,1.0,"The net interest income has increased by 4.5%, indicating a positive trend, and this is considered significant as it has beat the previous year's value, suggesting an improvement in financial performance."
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,positive,0.9,"Net interest income has increased by 50.7% from EUR 101.0 mn to EUR 152.2 mn, indicating a positive trend in the bank's financial performance."
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,positive,0.9,"Net interest income increased by EUR 6.6 mn, a rise of 20%, indicating a positive trend. This is due to the increase in net interest income being directly linked to improved financial performance."
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,positive,0.9,"Net sales increased by EUR 0.5 mn (4.95%) from the previous year, indicating revenue growth within the Vegetable Oil Business segment."
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,positive,0.9,"The core financial metric is Net Sales, which has increased by 45% from the corresponding period in 2005, indicating a positive direction of change and significant magnitude."
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,positive,0.9,"Operating income increased by 16.1% from EUR 600.3 mn in 2009, indicating a positive trend. The magnitude of the increase is significant and likely to have a net positive impact on shareholder value."
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,positive,0.8,"The operating profit of both Kauppalehti group and Marketplaces increased, indicating revenue growth and/or cost reduction. The magnitude of the increase (12% for Kauppalehti group) suggests a positive trend."
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,positive,1.0,"The core financial metric is Operating Profit, which has increased from EUR 1.94 mn to EUR 2.45 mn, indicating a positive direction of change (Increase). The magnitude of change appears significant, although the specific percentage increase is not provided."
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,positive,0.9,"Operating profit increased by 11% from 19.9 mln eur to 22.1 mln eur, indicating a positive direction of change in the core financial metric."
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,positive,1.0,"The operating profit increased by 45.5% from EUR 1.1 mn to EUR 1.6 mn, indicating a significant improvement in profitability. This positive trend suggests a net benefit for shareholders."
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased by 345% from EUR 23.2 mn in 2006, indicating a significant improvement in profitability. This growth suggests that the company has effectively managed costs and/or optimized its operations."
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,positive,1.0,"Operating profit increased by EUR 3.8 mn, which represents a 40% rise from 2006. This indicates improved profitability, contributing positively to shareholder value."
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,positive,0.8,"Operating profit increased by 79% from EUR 14.9 mn to EUR 26.7 mn, indicating a significant improvement in profitability over the corresponding period in 2006."
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,positive,1.0,"The operating profit increased by 58.3% from EUR 17.5 mn in 2008, indicating a significant improvement in profitability. This growth suggests that the company is managing its operations more efficiently or has seen an increase in revenue."
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,positive,1.0,"Operating profit increased from EUR 1.0 mn to EUR 3.2 mn, indicating a significant improvement in profitability. This is a positive indicator for shareholder value as higher operating profits can lead to higher earnings and cash flows."
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,positive,0.9,"The operating profit increased by EUR 1.1 mn, indicating a positive direction of change and significant magnitude for this metric. This suggests improved profitability for the company, contributing positively to shareholder value."
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,positive,0.9,"Operating profit increased by EUR 0.1 mn, indicating a minimal but still positive direction of change. The magnitude of change is relatively small, suggesting that the increase may not be significant in the grand scheme."
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,positive,0.8,"The core financial metric is Operating Profit, which increased from EUR 6.8 mn to EUR 9.2 mn, indicating a significant increase in profitability. This growth suggests improved operational efficiency and effectiveness."
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,positive,0.9,"Operating profit increased from EUR1.6m to EUR2.4m, indicating a direction of change as Increase. This is significant as it shows an improvement in the company's profitability."
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,positive,0.9,"The operating profit has increased significantly from EUR106,000 to EUR21m, indicating a substantial improvement in profitability. This is a positive indicator for shareholder value as it suggests the company's operational efficiency and ability to generate profits."
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,positive,0.8,"Operating profit increased slightly from EUR 37.2 mn to EUR 37.7 mn, indicating a marginal improvement over the previous period in 2006 (Step 1: Core metric - Operating Profit; Step 2: Direction of change - Increase; Step 3: Magnitude of change - Significant, albeit slight). This increase suggests that the company is managing its costs and generating stable earnings."
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,positive,0.8,"Operating profit increased from EUR -0.7 mn to EUR 5.5 mn, indicating a significant turnaround in profitability (direction of change: Increase). The magnitude of this change is substantial, implying a material improvement in operating efficiency and/or cost management."
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,positive,0.9,"Operating profit increased by EUR 3.9 mn (52% growth), indicating a significant improvement in profitability, which is typically viewed as a positive sign for shareholder value."
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,positive,0.8,"The operating profit has increased by 23%, indicating a positive trend, with core financial metric Operating Profit showing a significant increase direction of change: Increase magnitude: Significant (>20%) net impact on shareholder value: Improved profitability"
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,positive,1.0,"Order intake increased by 40% and 30% year-over-year, indicating revenue growth, which is a positive sign for shareholder value."
Orders received grew by 55 % year-on-year to EUR732m .,positive,positive,0.9,"Orders received grew by a significant 55% year-on-year, indicating a substantial increase in revenue growth (Core financial metric: Revenue). The direction of change is an Increase."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,positive,1.0,"The core metric is Operating Profit, which increased by 42.5% indicating a significant improvement in profitability. This positive trend supports a net impact on shareholder value through enhanced earnings potential."
Passenger volumes rose by 8.4 % in the accounting period .,positive,positive,0.8,"Passenger volumes rose by 8.4%, indicating revenue growth (step 1). This increase is significant and likely to contribute positively to shareholder value, suggesting a positive insight (steps 3-4)."
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,positive,0.8,"Passenger-related revenue increased by 5.1%, indicating growth in a core business segment, which is typically a positive indicator for shareholder value. This metric represents a key performance driver for the company."
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,positive,0.9,"Pretax profit increased by EUR 0.2 mn, indicating revenue growth and/or cost reduction, which is a positive development for the company."
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,positive,0.9,"Pretax profit increased by EUR 12 mn, indicating a positive trend. This is supported by a direction of change (Increase) and relatively significant magnitude of 1.2%."
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,positive,1.0,"Pretax profit increased by EUR 2.9 mn, a direction of change indicating an improvement in profitability. This is further validated as the metric has shown a significant increase from 2005."
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,positive,1.0,"Pre-tax profit increased by EUR 232.7 mn, indicating a significant growth of 141%, suggesting an improvement in profitability and potential positive impact on shareholder value."
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,positive,1.0,"The core financial metric is Net Income, which has increased from EUR 33.9 mn to EUR 39.4 mn, indicating a positive direction of change with a significant magnitude of 16.3% increase."
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,positive,0.9,"The net income increased from EUR 1.3 mn to EUR 5.9 mn, indicating a significant improvement in profitability (direction of change: Increase). The magnitude of change is substantial (338%), suggesting a notable positive impact on shareholder value."
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,positive,1.0,"The core metric is Net Income, which increased by 63% from EUR 6.0 mn to EUR 9.8 mn in the given period. This significant increase indicates a positive trend for shareholder value."
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,positive,0.8,"Revenue growth of 12% indicates a positive direction of change, while its magnitude is significant for many industries, contributing to an overall increase in shareholder value."
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,positive,1.0,"The revenue growth of 14% indicates a positive direction of change, with a relatively high magnitude for this metric in the provided time period (3 months)."
Revenues at the same time grew 14 percent to 43 million euros .,positive,positive,0.9,"Revenues grew by 14 percent, indicating a direction of change as Increase. The magnitude of change (14%) is significant for general revenue growth. This increase in revenue has a positive net impact on shareholder value."
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,positive,0.9,"Sales in Latin America increased by 42% and mobile devices sold increased by 32%, indicating revenue growth and a positive trend."
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,positive,1.0,"Net sales growth from EUR 131.8 mn to EUR 140.1 mn represents a 6.4% increase, indicating an improvement in revenue for Sanoma Magazines Finland."
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,positive,0.8,"Net profit increased by €5,000 from Q3 2006 to Q3 2007, indicating a positive trend. The magnitude of change is relatively small, but the fact that it's a net profit increase suggests improvement in overall profitability."
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,positive,1.0,"The core financial metric is 'passenger kilometers' with a direction of change being an increase of 34.9% indicating revenue growth, which is a positive indicator for shareholder value."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,positive,0.8,"The company posted a 6.1% growth in beer sales, which is a positive indicator for the business. This suggests an increase in revenue and potentially improved market share."
That would be an increase from estimated sales of 117 million last year .,positive,positive,0.9,"The financial metric 'sales' increased from estimated 117 million last year, indicating a growth direction of change. The magnitude of the increase is not quantified, but it suggests a positive impact on shareholder value."
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,positive,0.8,"The core financial metric is Net Sales, which has increased by 19.5% year-on-year, indicating a positive direction of change with moderate magnitude."
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,positive,0.9,"The financial statement indicates a direction of change (Increase) in net sales, which is a core financial metric. The expected magnitude of 5-10% increase may be moderate for some industries, but it's generally positive."
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,positive,1.0,"Operating income increased from EUR -0.3 mn to EUR 0.0 mn, indicating a reversal of previous losses and stabilization at zero operating income. The increase is a positive trend, but the magnitude is minimal."
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,positive,1.0,"EPS (Earnings Per Share) outlook was increased, indicating a potential rise in shareholder value. This increase is a positive indicator for investors."
