sentence,true_insight,predicted_insight,confidence,rationale
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,0.95,"The statement shows a significant 200% increase in net profit from 20.1mln euro to 50.4mln euro, demonstrating strong growth that aligns with the 'exceeding expectations' criterion."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,0.95,"The statement shows a significant growth in net profit from 5.3 million euros to 26.1 million euros, representing over 400% year-over-year growth, which aligns with the 'growth' criterion for positive sentiment."
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,0.95,"The statement shows a 14.2% increase in net profit from 1.13 million euros to 1.3 million euros, indicating growth that aligns with the positive classification criteria."
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,0.9,"The 59% year-on-year sales growth indicates strong demand for StoneGate products, driving positive sentiment."
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,0.9,"The operating profit increased by EUR2 million, indicating growth in operational performance."
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,0.95,"The company demonstrated growth in net profit from 2.3 mln euro to 3.5 mln euro, indicating improved operational performance."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,0.95,"The underlying operating profit increased by 8 mln eur, indicating growth in core operations."
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,0.95,The 33.3% year-over-year increase in net profit from EUR30m to EUR41m demonstrates measurable growth aligning with the positive criteria.
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,0.95,"The 10.8% year-on-year increase in net sales demonstrates robust growth, aligning with the positive criteria of exceeding expectations."
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,0.95,"The statement indicates a growth in net sales from EUR582.3m to EUR598.3m, which is a positive fiscal driver."
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,0.9,"The statement indicates a return to sales growth, which is a positive fiscal driver."
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,0.95,"The 5.4-per-cent rise in beer sales demonstrates growth in revenue volume, which directly aligns with the positive sentiment criteria."
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,0.95,"The 4.7-per-cent growth in beer sales demonstrates strong operational performance and demand traction, aligning with positive fiscal indicators."
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,0.95,The 1.9% year-over-year increase in beer sales volume indicates measurable growth in operational performance.
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,0.9,The significant increase in net interest income indicates positive growth in the Group's financial performance.
"In Q1 of 2010 , Bank of +land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,0.8,"The increase in net interest income from EUR 9.1 mn to EUR 9.7 mn represents growth in core banking operations, aligning with the positive criterion for financial performance."
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,0.95,The 30.8% year-over-year growth in operating profit demonstrates significant operational performance improvement.
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,0.95,The 33.8% year-on-year increase in net profit demonstrates significant growth aligning with the positive criteria of exceeding expectations.
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,0.95,"The net profit increased by EUR 0.6 million, indicating growth in the company's profitability."
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,0.95,"The net profit increased by EUR0.6 million, indicating growth which is a positive fiscal driver."
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"The 12% year-on-year net sales growth demonstrates strong top-line expansion, exceeding the 6% comparable currency rate growth, indicating robust business performance."
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,positive,0.95,"The 12% year-on-year net sales growth and 6% comparable currency rate growth indicate strong top-line expansion, which is a clear positive fiscal driver."
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,0.9,"The market share increased by 0.2 percentage points, indicating growth."
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive,0.95,"The 10% year-over-year increase in net sales demonstrates measurable growth, aligning with the positive criterion of exceeding prior-year performance."
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,positive,0.95,The 17.1% sales growth in Kesko's core automotive business indicates strong demand and operational effectiveness driving positive financial momentum.
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,positive,1.0,"The 14% year-on-year increase in net sales demonstrates significant growth, aligning with the positive classification criteria."
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,0.95,"The statement highlights a 12.9% increase in net profit to EUR 3.5 million in 2008 compared to EUR 3.1 million in 2007, demonstrating clear revenue growth."
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,positive,0.95,"The company reported a significant increase in net profit from EUR 7 million to EUR 8.5 million, demonstrating growth in core financial performance."
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,0.95,The company reported a 9.2% increase in net profit (EUR 19.2M vs EUR 17.5M) demonstrating growth in core operations.
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,positive,0.75,"The statement indicates growth in net profit for the first nine months of 2008, which aligns with the positive classification criteria for financial performance improvement."
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,positive,0.95,The statement shows a significant increase in net profit (EUR 116.6M vs EUR 73.6M) indicating growth and strong operational performance.
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,positive,0.95,"The 10% growth in net sales represents expansion and exceeds expectations, aligning with positive fiscal drivers."
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,positive,0.85,"The 4.5% increase in net interest income demonstrates growth in core revenue generation, indicating improved lending activities or interest rate environment."
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,positive,0.95,"The significant increase in net interest income demonstrates growth in the company's interest-earning activities, aligning with positive financial performance indicators."
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,positive,0.95,"Net interest income increased by EUR 6.6 mn, indicating growth in core banking operations."
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,positive,0.9,Net sales growth of EUR 0.5 mn (4.95% increase) indicates positive revenue expansion in the Vegetable Oil Business.
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,positive,0.95,"The 45% year-over-year increase in net sales indicates strong growth, classifying this as positive."
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,positive,0.95,The 96.1 million euro increase in operating income demonstrates significant growth in core operational performance.
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,positive,0.95,"Operating profits for both Kauppalehti group and Marketplaces showed sequential growth, indicating improved operational performance and revenue generation."
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,positive,0.95,"Operating profit increased by EUR 0.51 mn, reflecting growth in core operations."
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,positive,0.95,The 2.2 mln eur increase in operating profit demonstrates growth in core operational performance.
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,positive,0.95,"The operating profit increased by EUR 0.5 mn (45%) year-over-year, demonstrating growth that aligns with the positive classification criteria."
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit experienced significant growth from EUR 23.2 mn to EUR 103.4 mn, indicating strong operational performance and revenue expansion."
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased by EUR 3.8 mn (40%) year-over-year, demonstrating strong growth in core operations."
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,positive,0.95,"Operating profit increased significantly from EUR 14.9 mn to EUR 26.7 mn, indicating strong growth."
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,positive,0.95,"The operating profit increased by EUR 10.3 mn (59%) year-over-year, demonstrating significant growth that aligns with the positive classification criteria."
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,positive,0.95,"Operating profit increased by 220% year-over-year, demonstrating significant growth that aligns with the positive classification criteria."
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,positive,1.0,"Operating profit increased by EUR 1.1 mn, indicating growth in core operations."
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,positive,0.95,"Operating profit increased by EUR 0.1 mn, demonstrating growth in core operational performance."
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,positive,0.95,"Operating profit increased by EUR 2.4 mn, reflecting growth in core operational performance."
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,positive,0.9,"Operating profit increased by 50% year-over-year, indicating strong growth."
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,positive,0.95,"Operating profit experienced a significant surge from EUR106,000 to EUR21m, indicating substantial growth and exceeding expectations."
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,positive,0.7,"Operating profit showed a slight increase, indicating minimal growth despite the small numerical delta."
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,positive,0.95,"The operating profit increased significantly from a loss to a positive figure, indicating strong operational improvement."
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,positive,0.95,"Operating profit increased significantly from EUR 7.5 mn to EUR 11.4 mn, indicating strong growth."
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,positive,0.95,"The 23% year-over-year growth in operating profit to EUR 139.7 mn demonstrates strong operational performance and revenue growth, which are key positive indicators for investor sentiment."
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,positive,0.95,The significant year-on-year growth in order intake (40% and 30%) demonstrates strong demand and positive business expansion.
Orders received grew by 55 % year-on-year to EUR732m .,positive,positive,0.95,"The 55% year-on-year growth in orders indicates strong demand and potential revenue growth, classifying as positive."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,positive,0.95,"The 42.5% increase in operating profit represents significant growth, directly aligning with the positive criterion of growth."
Passenger volumes rose by 8.4 % in the accounting period .,positive,positive,0.95,"Passenger volume growth of 8.4% indicates positive momentum in demand, aligning with growth criteria."
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,positive,0.95,The 5.1% revenue growth in passenger-related income demonstrates strong operational performance and exceeds prior-year expectations.
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,positive,0.95,The 50% increase in pretax profit from EUR 0.4 mn to EUR 0.6 mn demonstrates clear growth in core profitability.
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,positive,0.95,"Pretax profit increased by EUR 12 million, indicating growth in profitability."
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,positive,0.95,The 2.9 million euro increase in pretax profit demonstrates measurable growth in operational performance.
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,positive,0.95,"The pre-tax profit increased significantly from EUR 164.7 mn to EUR 397.4 mn, indicating strong growth in operational performance."
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,positive,0.95,The profit increase of EUR 5.5 million (from EUR 33.9 mn to EUR 39.4 mn) demonstrates measurable growth in operational performance.
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,positive,0.95,"The profit increased significantly from EUR 1.3 mn to EUR 5.9 mn, indicating strong growth."
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,positive,0.95,"The profit increased by EUR 3.8 mn (63% growth) compared to 2004, indicating strong operational performance and revenue growth."
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,positive,0.95,"The 12 percent revenue growth to 3.6 billion (US$4.5 billion) demonstrates strong top-line expansion, which is a clear indicator of positive financial performance."
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,positive,0.95,The 14% revenue growth indicates positive performance driven by increased sales.
Revenues at the same time grew 14 percent to 43 million euros .,positive,positive,0.95,"The 14% revenue growth indicates strong top-line performance, which aligns with the positive classification criteria for growth."
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,positive,0.95,"The 42% sales growth and 32% increase in mobile devices sold demonstrate significant expansion in Latin America, aligning with positive growth metrics."
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,positive,0.95,The net sales growth of EUR 8.3 million reflects strong top-line performance and exceeds the previous period's revenue.
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,positive,0.95,The 34.9% year-over-year growth in Asian traffic demand indicates strong market expansion and improved operational performance in a key region.
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,positive,0.95,"The 6.1 percent growth in beer sales demonstrates expansion in core operations, aligning with the positive criteria of growth."
That would be an increase from estimated sales of 117 million last year .,positive,positive,0.95,"The statement indicates sales growth compared to last year's estimated figure of $117 million, reflecting positive momentum in revenue performance."
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,positive,0.95,"The 19.5% year-on-year sales growth demonstrates significant expansion, aligning with the positive criterion of growth."
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,positive,0.9,The expected 5-10% growth in net sales represents expansion and positive momentum in revenue generation.
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,positive,0.95,"The company's EBIT improved from a year-on-year loss of EUR -0.3 mn to breakeven (EUR 0.0 mn), indicating operational stabilization and potential cost management success."
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,positive,0.95,The EPS outlook increase of 5.6% and 7.0% for 2007 and 2008 respectively signals growth expectations and improved earnings performance.
